Título,Autores,Año,Enlace,Institución
[CITAS][C]Emoción e Inteligencia. Una convocatoria a la educación,"ZB Dávila -Universidad de La Habana, 2010 - dialnet.unirioja.es",2010,https://dialnet.unirioja.es/servlet/articulo?codigo=3622099,Universidad de La Habana
Estudio sociopragmático de las peticiones en una comunidad guantanamera,"Y Iranzo Pérez, Y Montero Paumier -Universidad de La Habana, 2014 - scielo.sld.cu",2014,http://scielo.sld.cu/scielo.php?pid=S0253-92762014000200005&script=sci_arttext&tlng=pt,Universidad de La Habana
"[HTML][HTML]Estados Unidos, el Black Power y el Tercer Mundo: un análisis de las implicaciones de la visita de Stokely Carmichael a Cuba, en agosto de 1967","VL Carbone -Universidad de La Habana, 2017 - scielo.sld.cu",2017,http://scielo.sld.cu/scielo.php?pid=S0253-92762017000200004&script=sci_arttext&tlng=pt,Universidad de La Habana
[CITAS][C]Sistema de gestión de calidad del proceso extensionista en laUniversidad de La Habana,"O González, M González, N Barrios - 2016 - … . CEPES.Universidad de La Habana…",2016,#,Universidad de La Habana
[HTML][HTML]José Martí y su concepto del equilibrio del mundo,"PP Rodríguez -Universidad de La Habana, 2016 - scielo.sld.cu",2016,http://scielo.sld.cu/scielo.php?pid=S0253-92762016000100015&script=sci_arttext&tlng=pt,Universidad de La Habana
[HTML][HTML]Adaptación al contexto cubano de una prueba para evaluar la comprensión lectora,"K González Hernández,NE Pérez-Universidad de La Habana, 2019 - scielo.sld.cu",2019,http://scielo.sld.cu/scielo.php?pid=S0253-92762019000200214&script=sci_arttext,Universidad de La Habana
"[HTML][HTML]Democracia vs. participación política, más allá del Estado de Derecho","D Rafuls Pineda -Universidad de La Habana, 2017 - scielo.sld.cu",2017,http://scielo.sld.cu/scielo.php?pid=S0253-92762017000100001&script=sci_arttext,Universidad de La Habana
[HTML][HTML]Entramados comunicativos del lenguaje fílmico para una educacióndivertida,"H Delgado Mendoza,Y Vidal García-Universidad de La Habana, 2022 - scielo.sld.cu",2022,http://scielo.sld.cu/scielo.php?pid=S0253-92762022000300007&script=sci_arttext,Universidad de La Habana
[CITAS][C]Programa de formación docente en educación socioafectiva para profesores de laUniversidad de La Habana,"L Curiel- 2019 - … ,Universidad de La Habana",2019,#,Universidad de La Habana
[CITAS][C]Las cofradías religiosas de pardos y morenos en el siglo xix,"OH Lanier -Universidad de La Habana, 2012 - dialnet.unirioja.es",2012,https://dialnet.unirioja.es/servlet/articulo?codigo=4186797,Universidad de La Habana
[HTML][HTML]Bolivia: recursos estratégicos y la nueva guerra política1,"SM Romano, T Lajtman -Universidad de La Habana, 2020 - scielo.sld.cu",2020,http://scielo.sld.cu/scielo.php?pid=S0253-92762020000200221&script=sci_arttext,Universidad de La Habana
[CITAS][C]Desarrollo local y educación superior. Experiencias desde laUniversidad de La Habana,"J Núñez, A Pérez - La Habana, Cuba: Editorial UH, 2018",2018,#,Universidad de La Habana
"[CITAS][C]Relaciones de actores sociales en el ecoturismo como base al desarrollo territorial sostenible en el Parque Nacional Viñales y su área de influencia, Cuba",I Pérez - 2013 -Universidad de La HabanaLa …,2013,#,Universidad de La Habana
[HTML][HTML]Partidos políticos en Venezuela en los siglos XIX y XX,"R Rodríguez Chacín -Universidad de La Habana, 2015 - scielo.sld.cu",2015,http://scielo.sld.cu/scielo.php?pid=S0253-92762015000100007&script=sci_arttext&tlng=en,Universidad de La Habana
[CITAS][C]Pronóstico de viento a muy corto plazo para parques eólicos,"M Hinojosa - 2015 -University of HavanaHabana, Cuba",2015,#,Universidad de La Habana
[CITAS][C]Proyectos profesionales y valores asociados al desempeño de la profesión en estudiantes de laUniversidad de La Habana,"L Domínguez, R Giniebra,M Rodríguez- Juventud y grupo en la educación superior …, 2014",2014,#,Universidad de La Habana
[CITAS][C]Resultados y retos de un estudio sobre valoración del Capital Intelectual en laUniversidad de La Habana,"F Borras, F Ruso, L Campos - Cofin Habana, 2010",2010,#,Universidad de La Habana
[HTML][HTML]Reforma de la educación superior en la Rusia de hoy: búsqueda de nuevos formatos en las condiciones del cambio generacional,"M Abrámova,A Popova-Universidad de La Habana, 2021 - scielo.sld.cu",2021,http://scielo.sld.cu/scielo.php?pid=S0253-92762021000200004&script=sci_arttext,Universidad de La Habana
[CITAS][C]Metodología para el análisis de la fluctuación laboral del personal docente en laUniversidad de La Habana,"Y Puebla - 2019 - … ,Universidad de La Habana, La …",2019,#,Universidad de La Habana
[HTML][HTML]Una mirada al panorama de los emprendimientos privados en Cuba,"A Heredia Sánchez, L Souto Anido -Universidad de La Habana, 2021 - scielo.sld.cu",2021,http://scielo.sld.cu/scielo.php?pid=S0253-92762021000200012&script=sci_arttext&tlng=pt,Universidad de La Habana
Sobre la teoría leninista del imperialismo,"N Kohan -Universidad de La Habana, 2017 - scielo.sld.cu",2017,http://scielo.sld.cu/scielo.php?pid=S0253-92762017000200013&script=sci_arttext,Universidad de La Habana
[CITAS][C]… Superior en el contexto cubano actual: un análisis interseccional de la composición social de una cohorte de estudiantes en laUniversidad de La Habana,"B País Fernández - Interseccionalidad, Equidad y Políticas Sociales, 2018",2018,#,Universidad de La Habana
[CITAS][C]La virtualidad como alternativa de formación profesional en laUniversidad de La Habana,"AG Martínez,AL Leyva… - Congreso …, 2017 - revista.congresouniversidad.cu",2017,https://revista.congresouniversidad.cu/index.php/rcu/article/view/862,Universidad de La Habana
[CITAS][C]Bases teórico-metodológicas para la evaluación del sistema de comunicación en empresas cubanas y Organismos de la Administración Central del Estado …,"M Rivero-Universidad de La Habana, 2010",2010,#,Universidad de La Habana
[CITAS][C]Sensibilización a hongos anemófilos en trabajadores (as) del Archivo y Biblioteca de laUniversidad de La Habana,"M Álvarez, RL Castro, Y Leyva, B López,J Rodríguez… - Arch. Hosp. Univ. General …, 2020",2020,#,Universidad de La Habana
[CITAS][C]… en psicólog@ s. Un programa de Orientación Profesional para estudiantes de nuevo ingreso a la Facultad de Psicología de laUniversidad de La Habana,A Almeyda- 2012 - Tesis de Maestría en Psicología …,2012,#,Universidad de La Habana
[CITAS][C]Habilidades directivas. Estrategias de formación turística en laUniversidad de La Habana,"JE Ascón Villa, M García González - Explorador Digital, 2018",2018,#,Universidad de La Habana
El Atlas Lingüístico de Cuba: un proyecto finalmente concluido,"E García González -Universidad de La Habana, 2018 - scielo.sld.cu",2018,http://scielo.sld.cu/scielo.php?pid=S0253-92762018000200008&script=sci_arttext,Universidad de La Habana
[HTML][HTML]Ernesto Guevara en la Revolución cubana: el Che,"DL López García -Universidad de La Habana, 2017 - scielo.sld.cu",2017,http://scielo.sld.cu/scielo.php?pid=S0253-92762017000200002&script=sci_arttext,Universidad de La Habana
"[CITAS][C]Academia-sector productivo: una vinculación fortificadora de sistemas nacionales de innovación. Lecciones de Cuba, Costa Rica y México","G Dutrénit,J Núñez- … y Costa Rica, 2017 -Universidad de La HabanaLa …",2017,#,Universidad de La Habana
[CITAS][C]Gestión de la transferencia de tecnología en el marco de las universidades. especial referencia a laUniversidad de La Habana,"MM Moreno - Propiedad Industrial y la Transferencia de Tecnología …, 2015",2015,#,Universidad de La Habana
[CITAS][C]Estrategia metodológica de auditoría interna a las relaciones de la administración financiera del Estado con laUniversidad de La Habana,"S Pozo Ceballos- La Habana, 2014",2014,#,Universidad de La Habana
[HTML][HTML]La sociología: ciencia clave para entender el desarrollo de la división sexual del trabajo. Principales discusiones en las teorías clásica y contemporánea,"M Romero Almodóvar-Universidad de La Habana, 2017 - scielo.sld.cu",2017,http://scielo.sld.cu/scielo.php?pid=S0253-92762017000100013&script=sci_arttext&tlng=en,Universidad de La Habana
[CITAS][C]Contribuciones del Museo Antropológico Montané y el Centro de Investigaciones Marinas de laUniversidad de La Habanaal desarrollo local en la …,"A Rangel, V Vázquez, C Arredondo, SP González-Díaz - …Universidad de La Habana, 2018",2018,#,Universidad de La Habana
"[HTML][HTML]La Sociedad civil en Gramsci y Maritain, apuntes sobre una convergencia","GF Hernández Samper -Universidad de La Habana, 2016 - scielo.sld.cu",2016,http://scielo.sld.cu/scielo.php?pid=S0253-92762016000100005&script=sci_arttext&tlng=en,Universidad de La Habana
[CITAS][C]La gastronomía en Cuba: sector estatal vs pymes. La búsqueda de su complementariedad,"MO Torres,YM Ancízar, LSALS Anido,I Díaz-Universidad de La Habana, 2021",2021,#,Universidad de La Habana
[CITAS][C]Hacia una concepción integral del patrimonio universitario: el caso de laUniversidad de La Habana,"C Felipe Torres - Cadernos do Patrimônio da Ciência e Tecnologia …, 2018",2018,#,Universidad de La Habana
[CITAS][C]Caracterización de la esfera motivacional en estudiantes con Discapacidad Visual de laUniversidad de la Habana,"Y Márquez Alonso - 2011 - … ,Universidad de La Habana",2011,#,Universidad de La Habana
[CITAS][C]Diagnóstico del estado de la Gestión Documental en laUniversidad de La Habana,"M Puerta-Universidad de La Habana. Cuba, 2016",2016,#,Universidad de La Habana
[CITAS][C]Programa de alfabetización informacional para los bibliotecarios de la red de bibliotecas de laUniversidad de La Habana,"Y Guerra- Inédito Tesis de maestría,Universidad de La Habana…, 2010",2010,#,Universidad de La Habana
"[CITAS][C]Reflexiones sobre la migración cubana: entrevista con el Dr. Antonio Aja, director del Centro de Estudios Demográficos de laUniversidad de La Habana","G Reed - MEDICC Review Selecciones, 2015",2015,#,Universidad de La Habana
[CITAS][C]Introducción. El hábitat de la Razón Teológica. La Real y Pontificia.Universidad de La Habana,"E Torres - Historia del pensamiento cubano, 2015",2015,#,Universidad de La Habana
[CITAS][C]Las personas que cuidan: una caracterización de bienestar psicológico en cuidadores de pacientes con cáncer,"E Rojas- … : Facultad de Psicología.Universidad de La Habana, 2014",2014,#,Universidad de La Habana
[CITAS][C]La polémica del color: las ciencias sociales en el debate racial,"A Fernández -Universidad de La Habana, 2014",2014,#,Universidad de La Habana
[CITAS][C]Proyectos futuros y Situación Social del Desarrollo de un grupo de jóvenes alcohólicos: un estudio realizado en el Programa de Alcohólicos Anónimos [tesis …,"Y Contreras - … : Facultad de Psicología.Universidad de La Habana, 2013",2013,#,Universidad de La Habana
[CITAS][C]Diagnóstico de las relaciones banca empresa: un análisis desde la perspectiva del Banco de Crédito y Comercio y del Grupo Empresarial de la Industria …,"AB Imperatori -Universidad de La Habana, 2016",2016,#,Universidad de La Habana
[CITAS][C]Propuesta de Bases Teórico-Metodológicas que relacionen la Gestión del Conocimiento y de Comunicación con la Gestión Empresarial en organizaciones …,"G García- … Facultad de Comunicación.Universidad de La Habana, 2015",2015,#,Universidad de La Habana
[CITAS][C]Sistema de condiciones del proceso de enseñanza-aprendizaje que propician el crecimiento personal de los estudiantes en las especialidades técnicas,"LM Pérez - … : Facultad de Psicología.Universidad de La Habana, 2013",2013,#,Universidad de La Habana
[CITAS][C]Identidad de género y proyectos futuros: su relación desde la perspectiva de género en mujeres jóvenes que ejercen la prostitución,"C Cancio-Bello - … : Facultad de Psicología,Universidad de La Habana, 2014",2014,#,Universidad de La Habana
"[CITAS][C]Los cubanos,¿ cuidan su salud","A Alfonso - … , Cuba: Editorial CEDEM.Universidad de La Habana, 2016",2016,#,Universidad de La Habana
[CITAS][C]Aportes del Enfoque Histórico-Cultural a la educación. Experiencias de su aplicación en laUniversidad de La Habana,A Hernández- 2013 - Editorial FEDUN,2013,#,Universidad de La Habana
[CITAS][C]Programa de orientación profesional para la elección profesional responsable,"A Almeyda- … doctoral. La Habana, Cuba:Universidad de La Habana, 2017",2017,#,Universidad de La Habana
[CITAS][C]La evaluación del aprendizaje en la educación de posgrado: etapas e indicadores evaluativos,"G Bernaza, C Douglas,J Castro- Revista Cubana de …, 2013 -Universidad de La Habana",2013,#,Universidad de La Habana
[CITAS][C]Mercado interbancario en Cuba,"D Roselló - … Habana: Tesis de Diploma,Universidad de La Habana, 2013",2013,#,Universidad de La Habana
[CITAS][C]Educación para el Desarrollo Sostenible en la modalidad no formal: bases teórico-prácticas para una estrategia en la actividad constructiva de Cuba,"E Cabalé -Universidad de La Habana, 2016",2016,#,Universidad de La Habana
[CITAS][C]Programa de formación de competencias para la gestión eficaz de la Seguridad y Salud en el Trabajo,"A Medina, A VALDÉS,A ÁVILA- … empresa biotecnológica.Universidad de La Habana, 2017",2017,#,Universidad de La Habana
[CITAS][C]Universidad de La Habana,"JMF González - Cuba, Correo, 2015",2015,#,Universidad de La Habana
[CITAS][C]Proyectos profesionales y motivos de elección de las temáticas abordadas en las obras de un grupo de jóvenes realizadores de audiovisuales [tesis de …,"S Reyes - … : Facultad de Psicología.Universidad de La Habana, 2014",2014,#,Universidad de La Habana
[CITAS][C]… social en el ámbito universitario. Un estudio de caso con estudiantes de segundo año de la Facultad de Economía de laUniversidad de La Habana,"YB Sarduy - 2014 - … -Cuba,Universidad de La Habana…",2014,#,Universidad de La Habana
"[CITAS][C]… la producción científica centrada en el análisis del discurso, durante el período 2005-2014, en la Facultad de Comunicación de laUniversidad de La Habana","Y Vázquez - 2015 - … ,Universidad de la Habana",2015,#,Universidad de La Habana
[CITAS][C]Proyecto de vida y valores en estudiantes de la Licenciatura en Biología de laUniversidad de La Habana,"B Ortet González - 2011 - … ,Universidad de La Habana",2011,#,Universidad de La Habana
"[CITAS][C]… producción, impacto y colaboración científica en el Web de la ciencia [Diploma de Estudios Avanzados].Universidad de La Habana-Universidad de Granada …","R Arencibia- … Avanzados]. La Habana:Universidad de La Habana…, 2010",2010,#,Universidad de La Habana
[CITAS][C]Memorias de tiza y tinta. Proyecto de libro de entrevistas sobre la formación en Periodismo en laUniversidad de La Habanadesde 1965 hasta 1991,L López - 2015 - … .Universidad de La Habana,2015,#,Universidad de La Habana
[CITAS][C]La transferencia del conocimiento en los contratos de administración hotelera en Cuba. Informe interno de laUniversidad de La Habana,G D'Meza Pérez - 2014 - Cuba:Universidad de La Habana,2014,#,Universidad de La Habana
[CITAS][C]… e identidades cómplices. Proceso de aprendizaje para el empoderamiento ciudadano en la Web de un grupo de estudiantes de laUniversidad de la Habana,Y Lezcano - 2012 - … ).Universidad de La Habana…,2012,#,Universidad de La Habana
[CITAS][C]Diseño de un sistema tecnológico integrado y estandarizado para producir queso fresco artesanal con máximo aprovechamiento de componentes de la …,"NR Villegas -Universidad de La Habana, 2017",2017,#,Universidad de La Habana
[CITAS][C]La autorización ambiental en el marco del procedimiento de evaluación de impacto ambiental: introducción a su régimen jurídico en Cuba,"J Pereira Basanta -Universidad de La Habana, 2011",2011,#,Universidad de La Habana
[CITAS][C]Alternativa metodológica para la práctica extensionista club de inglés como experiencia formativa de compromiso social en la Universidad Técnica de …,"K Mendoza-Universidad de La Habana, 2018",2018,#,Universidad de La Habana
[CITAS][C]La propuesta para el desarrollo de la Cepal en el siglo xxi. Alcance explicativo,"ML Bayón-Sosa - 2013 - … ,Universidad de La Habana",2013,#,Universidad de La Habana
[CITAS][C]Escenarios 2020 para la biblioteca universitaria cubana: Red de bibliotecas de laUniversidad de La Habana,"O González- Universidad de Granada, Granada, Espanha, 2014",2014,#,Universidad de La Habana
[CITAS][C]Intervención del DrC. Agustín Lage Dávila en ocasión de otorgársele el título de Doctor Honoris Causa de laUniversidad de La Habana. 2020,"A Lage Dávila - Revista de Información científica para la Dirección en …, 2020",2020,#,Universidad de La Habana
[CITAS][C]Universidad de La Habanay Universidad de Sevilla: dos miradas a la formación docente,"A Hernández Díaz,C Mayor Ruiz- Revista Cubana de Educación Superior, 2013",2013,#,Universidad de La Habana
[CITAS][C]Hacia una concepción integral del patrimonio universitario: el caso de laUniversidad de La Habana,"CF Torres - Cadernos do patrimônio da ciência e tecnologia …, 2017",2017,#,Universidad de La Habana
[CITAS][C]Prácticas comunicativas y valores. Una mirada a la formación de estudiantes de la Facultad de Psicología de laUniversidad de La Habana,"R Giniebra - 2011 - Tesis de Maestría, FCOM-UH. La …",2011,#,Universidad de La Habana
[CITAS][C]Dimensión ambiental la cara oculta de la educación superior en Cuba. El reto de la ambientalización en laUniversidad de La Habana,"G Ezquerra Quintana- Investigación en opción al Grado de Doctor en …, 2014",2014,#,Universidad de La Habana
[CITAS][C]Un modelo de predicción de insolvencia para empresas cubanas,"P Fernández -Universidad de La Habana, 2013",2013,#,Universidad de La Habana
[CITAS][C]Entre la espada y la pared.¿ Cómo se dirige la prensa en Cuba,"A Franco - Undergraduate Thesis, 2016 -Universidad de La Habana",2016,#,Universidad de La Habana
[CITAS][C]… estrategias para su proyección en el contexto del Centro de Estudios para el Perfeccionamiento de la Educación Superior de laUniversidad de La Habana,"Y Cortizas -Universidad de La Habana, La Habana, Cuba, 2013",2013,#,Universidad de La Habana
[CITAS][C]… estrategias para la mejora de habilidades directivas con enfoque de liderazgo en los dirigentes de la Facultad de Turismo de laUniversidad de La Habana,"C Pedraza - 2018 - … doctoral,Universidad de La Habana…",2018,#,Universidad de La Habana
[CITAS][C]Origen y diversificación del género Peltophryne (Amphibia: Anura: Bufonidae) en Cuba,R Alonso - 2011 -Universidad de La HabanaLa …,2011,#,Universidad de La Habana
[CITAS][C]Actuando percibirás. Una propuesta de procedimiento metodológico grupal para la caracterización de la percepción del Medio Ambiente Escolar,"Y Peña -Universidad de La Habana, 2011",2011,#,Universidad de La Habana
[CITAS][C]La orientación profesional pedagógica hacia la Licenciatura en Educación Matemática-Física en el Preuniversitario Doctoral Thesis,"A Rodríguez-Universidad de La Habana, 2016",2016,#,Universidad de La Habana
[CITAS][C]Presupuestos teóricos para el redimensionamiento constitucional de la cooperativa en Cuba [Doctorado en Ciencias Jurídicas],"O Rodríguez Musa-Universidad de La Habana, 2016",2016,#,Universidad de La Habana
[CITAS][C]Propuesta de un modelo para la evaluación de la alfabetización informacional en la Educación Superior en Cuba,"GA Meneses Placeres- … : Universidad de Granada yUniversidad de La Habana, 2010",2010,#,Universidad de La Habana
[CITAS][C]Propuesta de parámetros e indicadores de arquitectura de información para el estudio de sitios web periodísticos (Tesis de pregrado): Facultad de …,"M Acosta -Universidad de La Habana, 2010",2010,#,Universidad de La Habana
[CITAS][C]Identidad y marginación en homosexuales [tesis de Maestría],"A Suástegui Campos - … : Facultad de Psicología.Universidad de La Habana, 2015",2015,#,Universidad de La Habana
[CITAS][C]La Cultura Informacional en las organizaciones: su identificación preliminar en la Facultad de Comunicación de laUniversidad de La Habana,"A Pichs - … de diploma no publicado,Universidad de la Habana…, 2013",2013,#,Universidad de La Habana
[CITAS][C]Estrategia de gestión de recursos educativos abiertos en forma de objetos de aprendizaje en launiversidad de la habana,"JEG Mateos - … Ciencias de la Educación),Universidad de La Habana…, 2010",2010,#,Universidad de La Habana
[CITAS][C]Estrategia para la integración social de las personas transexuales en el contexto cubano [tesis doctoral],"M Castro-Universidad de La Habana, 2015",2015,#,Universidad de La Habana
[CITAS][C]El Consejo de Seguridad y su actuación para el mantenimiento de la paz y la seguridad internacional,"CE Pino -Universidad de La Habana, 2012",2012,#,Universidad de La Habana
[CITAS][C]Contribución a la medición del desarrollo socioeconómico: el caso de la república de Mozambique,J Alfeu - 2010 - … Habana:Universidad de La Habana,2010,#,Universidad de La Habana
[CITAS][C]La travesía del cambio en una organización: Un Programa de entrenamiento sociopsicológico para su gestión [Licenciatura en Psicología],"Y Peña -Universidad de La Habana, 2013",2013,#,Universidad de La Habana
[CITAS][C]Estrategia metodológica para mejorar la comunicación científica de resultados investigativos de profesores universitarios,"Y Cortizas -Universidad de La Habana, 2020",2020,#,Universidad de La Habana
"[CITAS][C]Modelo de identificación, valoración y exposición contable del Capital Intelectual en la universidad cubana",F Ruso - 2014 -Universidad de La HabanaLa …,2014,#,Universidad de La Habana
[CITAS][C]Experiencias en la gestión de la calidad y la innovación en el Centro de Biomateriales de laUniversidad de La Habana,"RM Guerra Bretaña- … de la calidad …, 2021 - Universidad Técnica de Cotopaxi …",2021,#,Universidad de La Habana
"[CITAS][C]Constitución de la República de Cuba y transformaciones en el Estado.Universidad de La Habana,(289), 234-256","Y Pérez Martínez, Y Pérez Martínez - 2020",2020,#,Universidad de La Habana
[CITAS][C]… 9001: 2008 en la gestión de la calidad de los procesos de innovación tecnológica y postgrado en el Centro de Biomateriales de laUniversidad de La Habana,"RM Guerra Bretaña - Memorias 7mo. Congreso Internacional de Educación …, 2010",2010,#,Universidad de La Habana
[CITAS][C]Impacto en laUniversidad de La Habanade las modificaciones al ingreso en el curso 2016-2017,"R Haramboure, I García - XV Taller Internacional “La Educación Superior y sus …, 2018",2018,#,Universidad de La Habana
[CITAS][C]Acciones prácticas de Responsabilidad Social y Medioambiental: dos experiencias desde laUniversidad de La Habana,"C Martín, O Abín, J Barcenas - Primer Seminario Internacional de Economía Social y …, 2015",2015,#,Universidad de La Habana
"[CITAS][C]… Cuba. Inventario preliminar [en línea]. Sl: Botanischer Garten & Botanisches Museum Berlin-Dahlem & Jardín Botánico Nacional,Universidad de La Habana","W GREUTER, R RANKIN - 2016",2016,#,Universidad de La Habana
[CITAS][C]Diagnóstico de la gestión de la innovación y el conocimiento en un centro de investigación en biomateriales de laUniversidad de La Habana,"RM Guerra, M Hernández, MB Valencia - Revista Universidad y Sociedad, 2022",2022,#,Universidad de La Habana
"[CITAS][C]… : Inventario preliminar. Parte II: Inventario. Botanischer Garten & Botanisches Museum Berlin-Dahlem. Jardín Botánico Nacional,Universidad de La Habana","W Greuter,R Rankin- 2016",2016,#,Universidad de La Habana
[CITAS][C]La nueva Facultad de Farmacia de laUniversidad de La Habanaen el curso 1936-1937,"P Marchante Castellanos, F Merchán González… - Rev Cubana Farm, 2016",2016,#,Universidad de La Habana
[CITAS][C]Contribución de las tesis de grado de la Escuela de Pedagogía de laUniversidad de La Habanaal estudio de la Pedagogía Cubana entre los años 1901 y …,EMS Sáez - 2016 - Editorial Universitaria,2016,#,Universidad de La Habana
[CITAS][C]El dilema de escribir ciencia. Un acercamiento al texto académico que se publica en la revistaUniversidad de La Habana,"A López- Perfiles de la cultura cubana, 2018",2018,#,Universidad de La Habana
[CITAS][C]El sector agropecuario y el desarrollo económico: el caso cubano. Centro de Estudios de la Economía Cubana.Universidad de La Habana. http,"A García - scielo. sld. cu/scielo, 2019",2019,#,Universidad de La Habana
[CITAS][C]El vínculo de apego conyugal en parejas que inician la parentalidad [tesis de diploma],"AA López- … : Facultad de Psicología,Universidad de La Habana, 2015",2015,#,Universidad de La Habana
"[CITAS][C]Composición, estructura y uso de sustratos en comunidades de moluscos terrestres del complejo de vegetación de mogote de Escaleras de Jaruco, Cuba",MQ Hernández - 2011 - … Biología.Universidad de La Habana,2011,#,Universidad de La Habana
[CITAS][C]La identificación y protección de los sitios de memoria de la esclavitud en Cuba como patrimonio cultural de la nación,"N Acosta -Universidad de La Habana, 2021",2021,#,Universidad de La Habana
[CITAS][C]La investigación de género: Inicio y desarrollo en Cuba,"N Vasallo - … en La Habana, Cuba:Universidad de La Habana, 2017",2017,#,Universidad de La Habana
[CITAS][C]Viajar sin permiso¿ y qué? Impacto psicosocial de la política migratoria cubana en la vida cotidiana actual,J Barcenas - 2014 - … ).Universidad de La Habana,2014,#,Universidad de La Habana
[CITAS][C]… Superior en el contexto cubano actual: un análisis interseccional de la composición social de una cohorte de estudiantes en laUniversidad de La Habana,"B País -Universidad de La Habana, Cuba, 2019",2019,#,Universidad de La Habana
[CITAS][C]Empoderamiento: caracterización de dos organizaciones hoteleras estatales y no estatales de Turismo de Naturaleza,"Y Blanco -Universidad de La Habana, 2017",2017,#,Universidad de La Habana
[CITAS][C]Alas para el pensamiento y raíces en el corazón. Migración y artes plásticas en Cuba; una aproximación a su estudio durante los siglos XIX y XX (1989),O Bello - 2012 - … Habana:Universidad de La Habana,2012,#,Universidad de La Habana
[CITAS][C]Desigualdad salarial entre hombres y mujeres. Un primer acercamiento a la situación cubana,C Muñiz - 2016 -Universidad de La HabanaCuba,2016,#,Universidad de La Habana
[CITAS][C]Introducción a las teorías y los problemas sobre el desarrollo,"J Bell - … , FLACSO-Programa Cuba,Universidad de La Habana, 2011",2011,#,Universidad de La Habana
[CITAS][C]La política deficiencia e innovación tecnológica en Cuba: un análisis a partir de los años noventa,"L Montalvo - … Habana: Cátedra CTS+ I,Universidad de La Habana, 2012",2012,#,Universidad de La Habana
[CITAS][C]Análisis crítico de la política social para las personas con discapacidad en Cuba,L Valdivia Insausti - 2015 - … Habana:Universidad de La Habana,2015,#,Universidad de La Habana
[CITAS][C]Propuesta de metodología para el diseño de las estructuras organizativas de dirección en organizaciones cubanas,MJ González Sánchez - 2014 -Universidad de La Habana,2014,#,Universidad de La Habana
[CITAS][C]Selección de variedades cubanas de Coffea arabica L. con resistencia incompleta a Hemileia vastatrix Berk y Br,"J Lacerra -Universidad de La Habana, 2010",2010,#,Universidad de La Habana
[CITAS][C]La ciencia de la dirección en Cuba. Breve esbozo histórico,"L Blanco -Universidad de La Habana, 2014",2014,#,Universidad de La Habana
"[CITAS][C]El principio de autonomía municipal. Un estudio teórico, en función del perfeccionamiento del municipio cubano actual","BL Gual Navarrete - 2012 - … Habana,Universidad de La Habana",2012,#,Universidad de La Habana
"[CITAS][C]Pronóstico de la producción de leche, mediante modelos ARIMA. Caso UBPC “Maniabo”",LS Suárez - 2013 -Universidad de La Habana,2013,#,Universidad de La Habana
[CITAS][C]Panorámica de la calidad en Cuba,"RS Vera,RMG Bretaña-Universidad de La Habana, 2023",2023,#,Universidad de La Habana
[CITAS][C]La comunicación: un proceso con múltiples componentes,"H Saladrigas -Universidad de La Habana, 2012",2012,#,Universidad de La Habana
"[CITAS][C]Educación superior, innovación y desarrollo local","J Núñez -Universidad de La Habana, 2016",2016,#,Universidad de La Habana
[CITAS][C]Cementos óseos acrílicos como portadores de fármacos. Propiedades,C AD - 2015 - … Habana:Universidad de La Habana,2015,#,Universidad de La Habana
[CITAS][C]ViBlioSOM: metodología para el análisis y visualización métrica,MV Guzmán - 2010 -Universidad de La HabanaLa …,2010,#,Universidad de La Habana
[CITAS][C]Sistema de Gestión de la Calidad en el Centro Nacional de Cirugía de Mínimo Acceso,R Relova Rovira - 2016 - … Habana:Universidad de La Habana,2016,#,Universidad de La Habana
[CITAS][C]Cementos óseos acrílicos cargados con antibióticos. Efectividad microbiológica,T MT - 2016 - … Habana:Universidad de La Habana,2016,#,Universidad de La Habana
[CITAS][C]El proceso de institucionalización de los estudios sociales del trabajo en Cuba como campo científico en el período 1959-2010,"D Griñan, T Muñoz - … .(Trabajo de diploma).Universidad de La Habana, 2012",2012,#,Universidad de La Habana
[CITAS][C]Estudio de tasas de sedimentación y datación de sedimentos en la bahía se Santander (España).,"J Soto, J Gómez,O Díaz- 2010 -Universidad de La Habana",2010,#,Universidad de La Habana
[CITAS][C]El desempeño de programas e instituciones universitarias en Cuba según las tendencias en la acreditación,"EC Ramos, AR Gutiérrez -Universidad de La Habana, 2022 - revistas.uh.cu",2022,https://revistas.uh.cu/revuh/article/view/325/289,Universidad de La Habana
[CITAS][C]Informe de resultados de la evaluación del servicio de Orientación Psicológica a distancia por WhatsApp. Grupos Psico-Orienta Jóvenes I y II. Psico-Grupos …,"P Batista, N López, J Torralbas, F Gesto, C Caballero… - 2020 -Universidad de La Habana",2020,#,Universidad de La Habana
[CITAS][C]Premisas para el rediseño de la gestión del hotel Victoria bajo los preceptos de la gerencia del servicio,"M Llevat - … : Facultad de Turismo,Universidad de La Habana, 2011",2011,#,Universidad de La Habana
[CITAS][C]Proyectos futuros en jóvenes estudiantes de la Escuela Militar Superior “Comandante Arides Estévez Sánchez”[tesis de Diploma],"AI Tamayo - … : Facultad de Psicología.Universidad de La Habana, 2011",2011,#,Universidad de La Habana
[CITAS][C]La contabilidad y la actividad ambiental de la industria Ronera en Cuba: Caso estudio empresa mixta Havana Club International SA (Tesis de Maestría),"M Albuerne Rizo -Universidad de La Habana, 2017",2017,#,Universidad de La Habana
